loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LN0002927,6,2020-06,2019-12,6,354,226974,224872.24,4.63,Fair,<=60,36-43,CA,CashOut,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-06-01,PRIMARY,Complete,1,1,0,1,Current,0,
LN0002152,15,2021-07,2020-04,15,345,94090,92304.43,3.55,Excellent,75-90,>43,WA,Purchase,PrimaryResidence,SingleFamily,ServicerB,30DPD,35,0,0,0,Low,2021-07-01,PRIMARY,Incomplete,1,1,0,0,Current,0,
LN0004807,13,2022-01,2020-12,13,347,101327,99507.38,5.12,Good,75-90,28-36,GA,Purchase,SecondHome,MultiUnit,ServicerC,Current,0,0,0,0,Low,2022-01-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0001167,18,2024-04,2022-10,18,342,331323,324760.45,4.52,Fair,75-90,<=28,WA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,,2024-04-01,PRIMARY,Complete,1,1,0,1,Current,0,
LN0000619,2,2020-09,2020-07,2,358,365910,364919.23,3.54,Excellent,75-90,>43,AZ,Refinance,PrimaryResidence,MultiUnit,ServicerC,Current,0,0,0,0,Low,2020-09-01,PRIMARY,Pending,1,1,0,0,30DPD,0,
LN0000854,10,2021-11,2021-01,10,350,233291,230585.69,5.25,Poor,60-75,36-43,TX,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,,2021-11-01,PRIMARY,Complete,1,1,1,0,60DPD,0,
LN0001698,20,2021-02,2019-06,20,340,172713,167614.74,5.16,Fair,<=60,28-36,OH,Purchase,PrimaryResidence,MultiUnit,ServicerB,Current,0,0,0,0,Low,2021-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001979,3,2021-08,2021-05,3,357,158650,158133.17,5.1,Fair,75-90,28-36,NV,CashOut,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-08-01,PRIMARY,,1,1,0,1,Current,0,
LN0003229,3,2021-03,2020-12,3,357,257766,256412.17,5.75,Fair,>90,<=28,GA,Purchase,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2021-03-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0000461,8,2020-07,2019-11,8,352,230245,227903.05,4.12,Good,75-90,>43,WA,Refinance,PrimaryResidence,SingleFamily,ServicerD,30DPD,35,0,0,0,Low,2020-07-01,PRIMARY,Incomplete,1,1,1,0,60DPD,0,
LN0004855,18,2019-08,2018-02,18,342,106005,103373.45,3.69,Excellent,<=60,>43,IL,Purchase,PrimaryResidence,MultiUnit,ServicerB,Current,0,0,0,0,Low,2019-08-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0000171,16,2024-02,2022-10,16,344,226596,223159.69,4.48,Good,75-90,28-36,CA,Refinance,PrimaryResidence,Condo,ServicerD,30DPD,35,0,0,0,Low,2024-02-01,PRIMARY,Complete,1,1,1,0,Current,0,
LN0003389,3,2020-08,2020-05,3,357,131313,130926.33,4.23,Good,60-75,28-36,NV,CashOut,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,,2020-08-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0004152,14,2023-09,2022-07,14,346,201463,196858.46,5.12,Good,60-75,28-36,TX,CashOut,SecondHome,SingleFamily,ServicerD,Current,0,0,0,0,Low,2023-09-01,PRIMARY,Incomplete,0,1,0,1,Current,0,
LN0000622,9,2020-03,2019-06,9,351,160925,158843.12,4.03,Good,60-75,28-36,CA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2020-03-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001221,8,2021-09,2021-01,8,352,272628,269858.28,4.11,Excellent,60-75,28-36,CA,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2021-09-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004719,16,2022-07,2021-03,16,344,145764,142737.95,4.29,Good,75-90,<=28,TX,CashOut,PrimaryResidence,Condo,ServicerB,30DPD,35,0,0,0,Low,2022-07-01,PRIMARY,Incomplete,1,1,0,0,Current,0,
LN0001610,6,2021-08,2021-02,6,354,110075,109188.64,5.0,Good,<=60,<=28,NV,Purchase,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2021-08-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0004583,4,2018-05,2018-01,4,356,196918,195734.69,4.4,Fair,60-75,28-36,NY,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2018-05-01,PRIMARY,Pending,0,0,0,1,Current,0,
LN0003410,9,2019-06,2018-09,9,351,75240,74248.94,4.18,Excellent,75-90,<=28,NY,Purchase,Investment,SingleFamily,ServicerD,Current,0,0,0,0,Low,2019-06-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001209,5,2020-01,2019-08,5,355,50000,49638.47,4.08,Good,<=60,36-43,GA,Refinance,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2020-01-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0002892,6,2021-07,2021-01,6,354,153098,151419.11,6.15,Poor,>90,36-43,OH,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2021-07-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0002241,8,2019-01,2018-05,8,352,263043,0.0,4.08,Good,75-90,36-43,NV,Refinance,Investment,SingleFamily,ServicerA,Prepaid,0,0,1,0,Low,2019-01-01,PRIMARY,Incomplete,0,0,0,0,Prepaid,0,
LN0000904,3,2018-08,2018-05,3,357,305066,304054.11,5.26,Good,75-90,28-36,NV,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2018-08-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0003532,3,2019-04,2019-01,3,357,417021,415316.74,3.59,Excellent,<=60,<=28,FL,Refinance,Investment,Condo,ServicerB,Current,0,0,0,0,Low,2019-04-01,PRIMARY,,0,0,0,0,Current,0,
LN0002240,4,2023-02,2022-10,4,356,336834,334671.57,4.97,Good,75-90,36-43,TX,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2023-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0002071,11,2021-12,2021-01,11,349,285247,282001.99,5.08,Poor,75-90,36-43,NY,Purchase,Investment,Townhouse,ServicerA,Current,0,0,0,0,Low,2021-12-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0000608,13,2020-04,2019-03,13,347,263481,259203.65,4.25,Excellent,,>43,GA,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-04-01,PRIMARY,Waived,1,1,1,0,Current,0,
LN0001899,21,2023-11,2022-02,21,339,123869,120554.52,4.8,,75-90,28-36,IL,CashOut,Investment,SingleFamily,ServicerB,Current,0,0,0,0,Low,2023-11-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001757,11,2023-09,2022-10,11,349,80831,79714.79,4.58,Excellent,75-90,>43,CA,Refinance,Investment,SingleFamily,ServicerB,Current,0,0,0,0,Low,2023-09-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003788,2,2019-03,2019-01,2,358,135085,134889.65,4.08,Excellent,75-90,<=28,OH,Refinance,PrimaryResidence,Condo,ServicerB,30DPD,35,0,0,0,Low,2019-03-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001606,17,2022-04,2020-11,17,343,693222,678873.45,4.9,Good,<=60,<=28,GA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-04-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0002013,18,2021-04,2019-10,18,342,339082,330374.54,4.97,Excellent,<=60,>43,FL,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2021-04-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0002231,16,2024-04,2022-12,16,344,321776,315161.46,4.84,Good,60-75,28-36,AZ,Refinance,SecondHome,SingleFamily,ServicerB,Current,0,0,0,0,Low,2024-04-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0004625,1,2019-07,2019-06,1,359,123620,123435.38,4.35,Excellent,75-90,>43,NY,Purchase,SecondHome,SingleFamily,ServicerD,Current,0,0,0,0,Low,2019-07-01,PRIMARY,Incomplete,0,1,0,1,Current,0,
LN0002995,20,2021-03,2019-07,20,340,223283,216978.81,4.77,Good,<=60,36-43,NV,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2021-03-01,PRIMARY,,0,0,0,1,Current,0,
LN0000051,4,2022-07,2022-03,4,356,403243,401299.21,4.98,Excellent,60-75,<=28,WA,Purchase,PrimaryResidence,SingleFamily,ServicerD,30DPD,35,0,0,0,Low,2022-07-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0003298,17,2024-04,2022-11,17,343,128001,125201.02,4.15,Good,60-75,<=28,IL,Purchase,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2024-04-01,PRIMARY,Incomplete,1,1,0,1,30DPD,0,
LN0002611,6,2022-02,2021-08,6,354,174452,173557.58,5.53,Poor,,36-43,FL,Refinance,SecondHome,MultiUnit,ServicerA,90DPD,95,0,0,0,Medium,2022-02-01,PRIMARY,Complete,1,1,1,0,Default,0,
LN0001913,6,2021-12,2021-06,6,354,242816,241055.9,6.07,Poor,75-90,>43,FL,Refinance,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2021-12-01,PRIMARY,Pending,1,1,0,0,30DPD,0,
LN0001589,3,2022-04,2022-01,3,357,416557,414605.85,4.73,,>90,<=28,AZ,CashOut,PrimaryResidence,Townhouse,ServicerB,Current,0,0,0,0,Low,2022-04-01,PRIMARY,Complete,1,1,0,0,60DPD,0,
LN0002361,1,2021-07,2021-06,1,359,135511,135300.89,4.67,Fair,60-75,<=28,FL,CashOut,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2021-07-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0002447,11,2020-07,2019-08,11,349,95609,94211.38,4.17,Excellent,75-90,36-43,OH,Refinance,PrimaryResidence,MultiUnit,ServicerB,Current,0,0,0,0,Low,2020-07-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0004679,9,2020-10,2020-01,9,351,270666,267374.58,4.5,Excellent,60-75,<=28,AZ,Purchase,PrimaryResidence,Townhouse,ServicerA,Current,0,0,0,0,,2020-10-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0004713,5,2022-07,2022-02,5,355,122772,121838.9,4.5,Fair,,>43,IL,Purchase,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2022-07-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0001079,1,2022-09,2022-08,1,359,376072,375506.37,4.41,Fair,<=60,<=28,CA,Refinance,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2022-09-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0003270,5,2021-09,2021-04,5,355,93834,93092.97,4.83,Excellent,60-75,36-43,WA,Purchase,Investment,SingleFamily,ServicerD,Current,0,0,0,0,Low,2021-09-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0001143,9,2023-02,2022-05,9,351,257347,255174.55,5.42,Fair,<=60,36-43,OH,Purchase,PrimaryResidence,SingleFamily,ServicerB,30DPD,35,0,0,0,Low,2023-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001993,8,2022-09,2022-01,8,352,73728,73139.71,4.92,Good,>90,>43,GA,Purchase,PrimaryResidence,SingleFamily,ServicerC,60DPD,65,0,0,0,Medium,2022-09-01,PRIMARY,Waived,1,1,1,0,60DPD,0,
LN0002525,9,2022-03,2021-06,9,351,57968,57292.77,5.29,Poor,<=60,36-43,NY,Refinance,PrimaryResidence,MultiUnit,ServicerA,60DPD,65,0,0,0,Medium,2022-03-01,PRIMARY,Complete,1,1,0,0,60DPD,0,
LN0000411,14,2020-11,2019-09,14,346,186149,182036.06,5.48,Fair,60-75,28-36,FL,Purchase,Investment,Townhouse,ServicerD,Current,0,0,0,0,Low,2020-11-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0002203,4,2019-11,2019-07,4,356,325799,325257.46,5.28,Poor,<=60,36-43,TX,Refinance,PrimaryResidence,SingleFamily,ServicerA,60DPD,65,0,0,0,Medium,2019-11-01,PRIMARY,,1,1,1,0,90DPD,0,
LN0000843,3,2018-06,2018-03,3,357,414362,0.0,4.32,Good,60-75,<=28,IL,CashOut,PrimaryResidence,SingleFamily,ServicerB,Prepaid,0,0,1,0,Low,2018-06-01,PRIMARY,Incomplete,0,0,0,1,Prepaid,0,
LN0002476,6,2021-12,2021-06,6,354,177126,175866.73,3.94,Excellent,60-75,36-43,IL,Purchase,SecondHome,Townhouse,ServicerC,Current,0,0,0,0,Low,2021-12-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0004995,12,2022-02,2021-02,12,348,223013,219008.15,5.12,Good,60-75,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,ServicerC,30DPD,35,0,0,0,Low,2022-02-01,PRIMARY,,0,0,0,1,Current,0,
LN0004796,7,2020-12,2020-05,7,353,166715,165343.91,3.64,Excellent,75-90,36-43,TX,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-12-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0002266,3,2022-06,2022-03,3,357,99011,98564.77,4.4,Excellent,<=60,<=28,NV,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-06-01,PRIMARY,Waived,0,0,0,0,Current,0,
LN0000488,16,2020-04,2018-12,16,344,127875,125663.93,4.05,Excellent,<=60,<=28,CA,CashOut,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-04-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0000174,4,2023-03,2022-11,4,356,93010,92700.8,5.28,Poor,<=60,<=28,WA,Refinance,PrimaryResidence,SingleFamily,ServicerA,Default,120,0,0,1,High,2023-03-01,PRIMARY,,0,0,0,0,Default,1,DocumentGap
LN0002389,6,2020-03,2019-09,6,354,272871,270554.7,5.47,Fair,<=60,36-43,NY,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-03-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0000678,3,2022-02,2021-11,3,357,227720,226741.55,4.0,Good,75-90,36-43,NY,CashOut,Investment,Townhouse,ServicerA,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Waived,0,0,0,0,Current,0,
LN0002850,15,2020-03,2018-12,15,345,109425,107068.96,4.6,Good,75-90,36-43,NV,Purchase,SecondHome,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-03-01,PRIMARY,,0,0,0,1,Current,0,
LN0000822,8,2021-08,2020-12,8,352,145533,145321.53,4.12,Good,,<=28,NV,Refinance,PrimaryResidence,Condo,ServicerC,Default,120,0,0,1,High,2021-08-01,PRIMARY,,0,0,0,0,Default,1,DocumentGap
LN0003878,22,2023-05,2021-07,22,338,116337,113732.32,5.6,Poor,75-90,28-36,NV,CashOut,Investment,Condo,ServicerC,30DPD,35,0,0,0,Low,2023-05-01,PRIMARY,Waived,0,0,0,0,Current,0,
LN0002874,18,2020-04,2018-10,18,342,164211,160582.99,3.7,Excellent,<=60,36-43,CA,CashOut,SecondHome,Condo,ServicerB,Current,0,0,0,0,Low,2020-04-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001756,6,2022-05,2021-11,6,354,118189,117192.87,3.84,Good,<=60,36-43,NY,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-05-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0002629,4,2021-07,2021-03,4,356,171918,170829.36,4.85,Good,<=60,28-36,CA,Purchase,SecondHome,MultiUnit,ServicerC,Current,0,0,0,0,Low,2021-07-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0003901,7,2021-10,2021-03,7,353,295658,292675.89,4.05,Excellent,<=60,28-36,GA,Refinance,PrimaryResidence,MultiUnit,ServicerB,Current,0,0,0,0,Low,2021-10-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0002181,21,2023-12,2022-03,21,339,92561,90490.92,5.59,,60-75,28-36,NY,Purchase,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2023-12-01,PRIMARY,Pending,0,1,0,0,Current,0,
LN0003634,2,2018-05,2018-03,2,358,101886,101567.11,4.75,Good,75-90,<=28,IL,Refinance,Investment,SingleFamily,ServicerA,Current,0,0,0,0,Low,2018-05-01,PRIMARY,Complete,1,1,0,1,60DPD,0,
LN0000753,1,2022-04,2022-03,1,359,330882,330370.16,4.65,Excellent,75-90,36-43,GA,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,,2022-04-01,PRIMARY,,0,1,0,0,Current,0,
LN0003876,7,2022-08,2022-01,7,353,75694,75257.2,4.06,Good,60-75,28-36,TX,Refinance,PrimaryResidence,Condo,ServicerC,30DPD,35,0,0,0,Low,2022-08-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0001441,10,2018-12,2018-02,10,350,182767,180177.93,4.8,Excellent,60-75,28-36,OH,CashOut,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2018-12-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0001149,8,2020-03,2019-07,8,352,159854,158481.96,3.99,Good,>90,<=28,AZ,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2020-03-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0002142,4,2022-11,2022-07,4,356,172365,0.0,5.03,Good,75-90,36-43,IL,Purchase,SecondHome,SingleFamily,ServicerB,Prepaid,0,0,1,0,Low,2022-11-01,PRIMARY,Pending,0,0,0,0,Prepaid,0,
LN0002390,22,2024-02,2022-04,22,338,346041,338714.09,3.88,Excellent,60-75,36-43,WA,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2024-02-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0004784,9,2023-07,2022-10,9,351,274161,271724.65,4.28,Good,60-75,36-43,TX,Purchase,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,Low,2023-07-01,PRIMARY,Waived,1,1,1,0,30DPD,0,
LN0002108,5,2022-11,2022-06,5,355,205145,203657.97,6.07,Poor,75-90,<=28,NV,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-11-01,PRIMARY,Complete,1,1,1,0,Current,0,
LN0004153,22,2019-12,2018-02,22,338,139738,135374.13,5.18,Good,60-75,>43,AZ,Purchase,Investment,SingleFamily,ServicerB,Current,0,0,0,0,Low,2019-12-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0002140,23,2023-09,2021-10,23,337,206951,200690.44,4.9,Fair,<=60,36-43,WA,CashOut,Investment,SingleFamily,ServicerB,Current,0,0,0,0,Low,2023-09-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0002928,13,2021-06,2020-05,13,347,620668,610131.24,4.63,Good,60-75,<=28,CA,Purchase,SecondHome,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-06-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003774,5,2021-10,2021-05,5,355,250421,0.0,5.26,Fair,75-90,28-36,OH,Purchase,Investment,Condo,ServicerD,Prepaid,0,0,1,0,Low,2021-10-01,PRIMARY,Complete,0,0,0,0,Prepaid,0,
LN0001161,2,2020-04,2020-02,2,358,133341,132959.51,3.99,Excellent,75-90,<=28,WA,CashOut,SecondHome,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-04-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0004841,19,2022-03,2020-08,19,341,312296,307256.85,5.97,Poor,75-90,<=28,FL,Purchase,PrimaryResidence,Condo,ServicerC,Default,120,0,0,1,High,2022-03-01,PRIMARY,Incomplete,0,0,0,0,Default,1,DocumentGap
LN0000282,2,2022-02,2021-12,2,358,465145,463866.72,3.66,Excellent,60-75,36-43,OH,CashOut,SecondHome,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0003349,13,2020-03,2019-02,13,347,141210,139058.49,4.52,Fair,<=60,36-43,NV,Purchase,SecondHome,Condo,ServicerC,Current,0,0,0,0,Low,2020-03-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0004718,17,2021-06,2020-01,17,343,207239,201814.45,4.61,Good,<=60,36-43,GA,Refinance,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2021-06-01,PRIMARY,Complete,0,0,0,1,Prepaid,0,
LN0003202,17,2023-11,2022-06,17,343,258000,252250.98,6.3,Poor,>90,<=28,CA,Purchase,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2023-11-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0004824,17,2023-03,2021-10,17,343,121014,119169.06,5.45,,60-75,>43,CA,Purchase,PrimaryResidence,SingleFamily,ServicerD,60DPD,65,0,0,0,Medium,2023-03-01,PRIMARY,Complete,1,1,1,0,90DPD,0,
LN0001612,3,2022-10,2022-07,3,357,618527,615759.09,4.34,Fair,60-75,28-36,FL,Refinance,Investment,MultiUnit,ServicerA,Current,0,0,0,0,Low,2022-10-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001772,13,2020-03,2019-02,13,347,603507,592614.5,4.41,Fair,75-90,28-36,OH,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-03-01,PRIMARY,Complete,1,1,1,0,Current,0,
LN0002777,25,2021-07,2019-06,25,335,397803,384265.88,5.49,Fair,60-75,28-36,GA,Refinance,PrimaryResidence,Townhouse,ServicerB,Current,0,0,0,0,Low,2021-07-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0003266,5,2022-11,2022-06,5,355,205317,204009.39,4.9,Excellent,>90,28-36,WA,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-11-01,PRIMARY,Incomplete,1,1,0,0,30DPD,0,
LN0004391,1,2020-05,2020-04,1,359,171478,171203.72,4.94,,75-90,36-43,AZ,Purchase,Investment,Townhouse,ServicerB,Current,0,0,0,0,Low,2020-05-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0000311,11,2019-09,2018-10,11,349,147466,145198.48,3.8,,60-75,<=28,NV,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2019-09-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001726,15,2023-07,2022-04,15,345,628461,615427.85,3.71,Excellent,60-75,<=28,NV,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2023-07-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0004507,4,2021-03,2020-11,4,356,408989,407635.45,5.24,Good,75-90,36-43,WA,Refinance,SecondHome,SingleFamily,ServicerD,Current,0,0,0,0,,2021-03-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0002180,5,2018-09,2018-04,5,355,192914,191333.96,5.15,Poor,60-75,28-36,OH,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2018-09-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0004459,21,2021-07,2019-10,21,339,71095,69270.74,4.44,Excellent,75-90,28-36,NY,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-07-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0000990,10,2020-07,2019-09,10,350,284582,280262.56,5.41,Fair,60-75,>43,TX,Purchase,PrimaryResidence,MultiUnit,ServicerA,Current,0,0,0,0,Low,2020-07-01,PRIMARY,Complete,0,0,0,1,Prepaid,0,
LN0002139,8,2021-06,2020-10,8,352,385564,380613.45,4.97,Fair,75-90,36-43,NV,Refinance,PrimaryResidence,MultiUnit,ServicerC,Current,0,0,0,0,Low,2021-06-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0002338,6,2019-10,2019-04,6,354,224009,222716.34,4.06,Good,60-75,28-36,TX,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2019-10-01,PRIMARY,Incomplete,1,1,0,0,Current,0,
LN0000790,24,2024-04,2022-04,24,336,103286,99896.49,4.34,,60-75,<=28,TX,CashOut,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2024-04-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0000933,17,2020-11,2019-06,17,343,182772,179545.22,4.97,Good,60-75,36-43,CA,Refinance,SecondHome,SingleFamily,ServicerA,30DPD,35,0,0,0,Low,2020-11-01,PRIMARY,Incomplete,0,0,0,1,Prepaid,0,
LN0003574,2,2018-12,2018-10,2,358,127655,127248.97,4.89,Good,,36-43,NY,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2018-12-01,PRIMARY,Complete,0,0,1,0,Current,0,
LN0001183,16,2021-11,2020-07,16,344,108803,107011.17,3.65,Excellent,75-90,36-43,CA,Purchase,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,Low,2021-11-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0000411,10,2020-07,2019-09,10,350,186149,183301.58,5.48,Fair,60-75,28-36,FL,Purchase,Investment,Townhouse,ServicerB,Current,0,0,0,0,Low,2020-07-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0003591,11,2022-05,2021-06,11,349,237799,233719.62,4.72,Fair,,<=28,WA,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-05-01,PRIMARY,,0,0,0,1,Current,0,
LN0003776,4,2023-01,2022-09,4,356,193764,192485.79,5.21,Good,<=60,28-36,TX,Purchase,PrimaryResidence,Townhouse,ServicerD,Current,0,0,0,0,Low,2023-01-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004189,21,2023-08,2021-11,21,339,66429,0.0,4.37,Excellent,75-90,36-43,NY,Purchase,Investment,SingleFamily,ServicerB,Prepaid,0,0,1,0,Low,2023-08-01,PRIMARY,Pending,0,0,0,0,Prepaid,0,
LN0004634,19,2021-03,2019-08,19,341,174726,170784.59,3.87,Good,60-75,36-43,OH,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2021-03-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003756,4,2020-09,2020-05,4,356,418018,415398.28,4.76,Good,60-75,>43,TX,Refinance,SecondHome,SingleFamily,ServicerA,Current,0,0,0,0,Low,2020-09-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0000067,5,2021-11,2021-06,5,355,90596,89919.5,4.35,Good,75-90,28-36,GA,Purchase,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2021-11-01,PRIMARY,,0,0,0,1,Current,0,
LN0004516,16,2023-07,2022-03,16,344,96823,94752.85,4.54,Good,>90,36-43,IL,Purchase,SecondHome,SingleFamily,ServicerA,Current,0,0,0,0,Low,2023-07-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
