loan_id,original_balance,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,vintage
LN0003867,89129,Good,<=60,36-43,NV,Refinance,SecondHome,Townhouse,2018
LN0003868,147471,Good,60-75,36-43,TX,Purchase,PrimaryResidence,Townhouse,2019
LN0003869,193850,Fair,60-75,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2022
LN0003870,257997,Good,75-90,>43,NV,Refinance,PrimaryResidence,SingleFamily,2022
LN0003871,214215,Good,60-75,28-36,AZ,Purchase,PrimaryResidence,SingleFamily,2020
LN0003872,312962,Excellent,>90,28-36,AZ,Purchase,PrimaryResidence,SingleFamily,2018
LN0003873,121712,Excellent,<=60,>43,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0003874,164662,Excellent,75-90,>43,TX,Refinance,PrimaryResidence,SingleFamily,2022
LN0003875,452337,Poor,<=60,28-36,GA,Purchase,PrimaryResidence,Condo,2022
LN0003876,75694,Good,60-75,28-36,TX,Refinance,PrimaryResidence,Condo,2022
LN0003877,158581,Excellent,>90,<=28,FL,Purchase,PrimaryResidence,MultiUnit,2022
LN0003878,116337,Poor,75-90,28-36,NV,CashOut,Investment,Condo,2021
LN0003879,180286,Excellent,<=60,36-43,NV,Refinance,Investment,SingleFamily,2021
LN0003880,159975,Good,60-75,28-36,FL,Refinance,PrimaryResidence,SingleFamily,2021
LN0003881,268626,Fair,75-90,36-43,WA,Refinance,PrimaryResidence,MultiUnit,2021
LN0003882,225880,Poor,>90,<=28,WA,Refinance,SecondHome,Condo,2019
LN0003883,103485,Fair,75-90,28-36,FL,Purchase,PrimaryResidence,SingleFamily,2021
LN0003884,148140,Good,<=60,28-36,FL,Purchase,PrimaryResidence,SingleFamily,2019
LN0003885,198777,Poor,60-75,28-36,IL,CashOut,PrimaryResidence,Condo,2021
LN0003886,287704,Excellent,<=60,28-36,GA,CashOut,PrimaryResidence,SingleFamily,2019
LN0003887,670968,Poor,<=60,>43,AZ,CashOut,PrimaryResidence,Condo,2020
LN0003888,282489,Fair,75-90,>43,AZ,CashOut,PrimaryResidence,SingleFamily,2018
LN0003889,119820,Poor,75-90,36-43,CA,Refinance,PrimaryResidence,SingleFamily,2022
LN0003890,189676,Good,<=60,<=28,GA,Refinance,PrimaryResidence,SingleFamily,2021
LN0003891,217616,Excellent,75-90,>43,GA,Refinance,PrimaryResidence,SingleFamily,2018
LN0003892,153323,Fair,75-90,>43,CA,Purchase,PrimaryResidence,MultiUnit,2020
LN0003893,251482,Good,75-90,>43,AZ,Refinance,PrimaryResidence,SingleFamily,2020
LN0003894,63851,Good,60-75,28-36,WA,Refinance,PrimaryResidence,SingleFamily,2022
LN0003895,262124,Poor,60-75,<=28,OH,Refinance,PrimaryResidence,SingleFamily,2021
LN0003896,156655,Fair,<=60,36-43,GA,Purchase,PrimaryResidence,SingleFamily,2022
LN0003897,188178,Good,60-75,28-36,NY,Refinance,Investment,SingleFamily,2020
LN0003898,413685,Good,60-75,28-36,FL,CashOut,PrimaryResidence,SingleFamily,2018
LN0003899,105793,Excellent,60-75,28-36,NY,Purchase,PrimaryResidence,SingleFamily,2021
LN0003900,227831,Excellent,<=60,28-36,OH,Purchase,PrimaryResidence,Condo,2019
LN0003901,295658,Excellent,<=60,28-36,GA,Refinance,PrimaryResidence,MultiUnit,2021
LN0003902,216461,Fair,>90,36-43,GA,Refinance,SecondHome,SingleFamily,2020
LN0003903,88690,Fair,75-90,36-43,TX,Refinance,PrimaryResidence,MultiUnit,2019
LN0003904,390505,Good,60-75,28-36,CA,Refinance,PrimaryResidence,Townhouse,2018
LN0003905,178853,Good,>90,<=28,GA,Purchase,PrimaryResidence,Condo,2021
LN0003906,152699,Fair,60-75,>43,NV,Purchase,PrimaryResidence,Condo,2021
LN0003907,170204,Fair,60-75,28-36,NY,CashOut,PrimaryResidence,SingleFamily,2019
LN0003908,164214,Poor,75-90,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0003909,109634,Good,60-75,28-36,NV,Purchase,Investment,Townhouse,2022
LN0003910,215879,Fair,60-75,28-36,FL,Purchase,PrimaryResidence,Townhouse,2021
LN0003911,147470,Good,60-75,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2022
LN0003912,278018,Good,60-75,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2020
LN0003913,257505,Poor,75-90,>43,FL,Refinance,PrimaryResidence,SingleFamily,2019
LN0003914,448128,Good,60-75,<=28,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0003915,178828,Good,60-75,>43,GA,Refinance,PrimaryResidence,Townhouse,2021
LN0003916,133036,Good,60-75,36-43,NY,Purchase,Investment,SingleFamily,2021
LN0003917,95332,Good,60-75,<=28,IL,CashOut,PrimaryResidence,Condo,2021
LN0003918,595211,Good,60-75,28-36,FL,Purchase,PrimaryResidence,MultiUnit,2022
LN0003919,276800,Fair,>90,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2021
LN0003920,140616,Good,75-90,>43,OH,Purchase,PrimaryResidence,Condo,2022
LN0003921,463507,Excellent,60-75,36-43,GA,CashOut,PrimaryResidence,SingleFamily,2018
LN0003922,391633,Poor,75-90,28-36,GA,Refinance,Investment,SingleFamily,2021
LN0003923,101150,Good,<=60,28-36,WA,Refinance,PrimaryResidence,SingleFamily,2019
LN0003924,136388,Poor,60-75,>43,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0003925,186062,Excellent,60-75,36-43,WA,Purchase,PrimaryResidence,Condo,2019
LN0003926,116419,Good,60-75,28-36,OH,CashOut,PrimaryResidence,SingleFamily,2022
LN0003927,189417,Good,75-90,28-36,IL,Purchase,PrimaryResidence,MultiUnit,2022
LN0003928,283787,Fair,>90,28-36,OH,Refinance,PrimaryResidence,SingleFamily,2019
LN0003929,100044,Excellent,60-75,36-43,NY,Refinance,PrimaryResidence,Townhouse,2018
LN0003930,230153,Poor,60-75,28-36,WA,Refinance,PrimaryResidence,Condo,2020
LN0003931,356556,Good,75-90,36-43,NY,Purchase,Investment,Condo,2019
LN0003932,242828,Good,60-75,28-36,NV,Purchase,SecondHome,SingleFamily,2020
LN0003933,191413,Good,<=60,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2021
LN0003934,142336,Excellent,>90,28-36,FL,CashOut,Investment,Condo,2019
LN0003935,301167,Good,75-90,36-43,GA,Refinance,PrimaryResidence,Condo,2018
LN0003936,110364,Good,>90,28-36,CA,Purchase,SecondHome,Condo,2018
LN0003937,224447,Good,60-75,>43,WA,CashOut,PrimaryResidence,SingleFamily,2021
LN0003938,201341,Fair,<=60,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2018
LN0003939,348992,Good,60-75,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2019
LN0003940,148542,Excellent,>90,>43,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0003941,154992,Excellent,<=60,36-43,TX,CashOut,Investment,Condo,2018
LN0003942,106837,Excellent,<=60,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0003943,247370,Excellent,<=60,36-43,NY,Purchase,Investment,SingleFamily,2018
LN0003944,160828,Fair,75-90,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2022
LN0003945,129180,Excellent,75-90,<=28,WA,Purchase,PrimaryResidence,Condo,2021
LN0003946,135481,Poor,75-90,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2022
LN0003947,260030,Excellent,<=60,36-43,GA,Purchase,PrimaryResidence,SingleFamily,2021
LN0003948,114521,Excellent,75-90,<=28,NV,Refinance,PrimaryResidence,MultiUnit,2020
LN0003949,119720,Poor,60-75,>43,OH,CashOut,PrimaryResidence,Condo,2022
LN0003950,311196,Good,<=60,28-36,OH,Purchase,SecondHome,SingleFamily,2021
LN0003951,182944,Good,60-75,>43,GA,CashOut,PrimaryResidence,SingleFamily,2018
LN0003952,320527,Poor,60-75,36-43,GA,Refinance,PrimaryResidence,SingleFamily,2020
LN0003953,166096,Poor,60-75,>43,OH,CashOut,PrimaryResidence,Condo,2020
LN0003954,198677,Fair,>90,36-43,GA,Purchase,PrimaryResidence,SingleFamily,2019
LN0003955,214947,Excellent,60-75,>43,WA,Refinance,Investment,SingleFamily,2020
LN0003956,397775,Good,60-75,36-43,OH,Refinance,PrimaryResidence,SingleFamily,2022
LN0003957,381908,Poor,75-90,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2018
LN0003958,353846,Poor,75-90,28-36,IL,Refinance,PrimaryResidence,Condo,2022
LN0003959,145159,Excellent,<=60,36-43,FL,Purchase,PrimaryResidence,MultiUnit,2021
LN0003960,121368,Good,75-90,<=28,IL,Refinance,PrimaryResidence,SingleFamily,2018
LN0003961,290801,Good,60-75,>43,CA,Refinance,PrimaryResidence,SingleFamily,2019
LN0003962,395687,Excellent,60-75,<=28,NY,Purchase,SecondHome,SingleFamily,2022
LN0003963,355545,Fair,75-90,>43,AZ,Purchase,PrimaryResidence,SingleFamily,2021
LN0003964,200090,Good,75-90,28-36,CA,CashOut,PrimaryResidence,SingleFamily,2018
LN0003965,286044,Good,60-75,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,2018
LN0003966,288570,Excellent,<=60,>43,WA,Refinance,PrimaryResidence,MultiUnit,2022
LN0003967,214158,Good,60-75,28-36,NY,Refinance,SecondHome,MultiUnit,2018
LN0003968,218859,Excellent,60-75,36-43,IL,Purchase,Investment,Condo,2021
LN0003969,208792,Good,>90,<=28,AZ,Refinance,PrimaryResidence,SingleFamily,2022
LN0003970,134047,Excellent,60-75,36-43,TX,CashOut,PrimaryResidence,Condo,2018
LN0003971,141064,Poor,>90,36-43,WA,CashOut,PrimaryResidence,SingleFamily,2018
LN0003972,139979,Excellent,60-75,28-36,FL,Purchase,PrimaryResidence,Condo,2022
LN0003973,89355,Good,75-90,<=28,WA,Purchase,PrimaryResidence,SingleFamily,2022
LN0003974,213508,Excellent,<=60,28-36,OH,Purchase,PrimaryResidence,MultiUnit,2020
LN0003975,194797,Excellent,60-75,<=28,NV,Refinance,PrimaryResidence,SingleFamily,2019
LN0003976,290971,Excellent,<=60,36-43,FL,Purchase,PrimaryResidence,SingleFamily,2018
LN0003977,373382,Excellent,<=60,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2022
LN0003978,385442,Excellent,>90,>43,IL,Purchase,Investment,SingleFamily,2021
LN0003979,404025,Good,75-90,>43,WA,CashOut,PrimaryResidence,Townhouse,2022
LN0003980,136142,Fair,75-90,>43,TX,Purchase,PrimaryResidence,Condo,2021
LN0003981,97150,Excellent,60-75,28-36,AZ,Refinance,PrimaryResidence,MultiUnit,2020
LN0003982,316592,Good,75-90,28-36,TX,Purchase,PrimaryResidence,Townhouse,2020
LN0003983,396752,Good,75-90,36-43,CA,Refinance,Investment,SingleFamily,2019
LN0003984,432784,Excellent,75-90,36-43,OH,Refinance,PrimaryResidence,MultiUnit,2021
LN0003985,253342,Good,75-90,>43,IL,CashOut,PrimaryResidence,Townhouse,2018
LN0003986,73251,Excellent,75-90,28-36,CA,Refinance,SecondHome,SingleFamily,2018
LN0003987,238662,Excellent,60-75,<=28,GA,Purchase,PrimaryResidence,SingleFamily,2022
LN0003988,262424,Good,>90,>43,FL,Purchase,PrimaryResidence,SingleFamily,2019
LN0003989,371772,Poor,<=60,36-43,NV,Purchase,PrimaryResidence,Condo,2018
LN0003990,406286,Poor,60-75,<=28,NV,Purchase,PrimaryResidence,Condo,2021
LN0003991,313268,Poor,>90,36-43,WA,CashOut,PrimaryResidence,SingleFamily,2019
LN0003992,148206,Good,<=60,<=28,IL,Purchase,PrimaryResidence,MultiUnit,2019
LN0003993,118829,Excellent,<=60,28-36,IL,CashOut,PrimaryResidence,Condo,2020
LN0003994,259621,Good,60-75,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0003995,133758,Excellent,60-75,28-36,NV,CashOut,Investment,Condo,2021
LN0003996,415637,Excellent,>90,<=28,GA,CashOut,PrimaryResidence,MultiUnit,2022
LN0003997,84771,Excellent,75-90,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2022
LN0003998,263931,Good,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0003999,233226,Good,>90,<=28,GA,CashOut,PrimaryResidence,Condo,2020
LN0004000,179264,Excellent,75-90,28-36,NY,CashOut,PrimaryResidence,SingleFamily,2020
LN0004001,125171,Fair,>90,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2018
LN0004002,70906,Good,60-75,36-43,IL,CashOut,PrimaryResidence,MultiUnit,2020
LN0004003,152403,Poor,60-75,36-43,WA,CashOut,PrimaryResidence,SingleFamily,2021
LN0004004,153746,Excellent,<=60,<=28,FL,Purchase,PrimaryResidence,SingleFamily,2022
LN0004005,346579,Good,<=60,<=28,CA,Purchase,PrimaryResidence,MultiUnit,2018
LN0004006,134399,Excellent,75-90,36-43,FL,Purchase,PrimaryResidence,Condo,2022
LN0004007,249293,Good,<=60,>43,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0004008,104180,Excellent,60-75,>43,GA,CashOut,PrimaryResidence,SingleFamily,2018
LN0004009,252741,Excellent,75-90,>43,AZ,CashOut,PrimaryResidence,SingleFamily,2022
LN0004010,64935,Fair,<=60,36-43,TX,Purchase,PrimaryResidence,SingleFamily,2020
LN0004011,566735,Good,60-75,>43,TX,Refinance,PrimaryResidence,Townhouse,2020
LN0004012,185250,Excellent,75-90,28-36,TX,Refinance,PrimaryResidence,SingleFamily,2018
LN0004013,50000,Poor,>90,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2018
LN0004014,138846,Excellent,60-75,>43,WA,Refinance,PrimaryResidence,Condo,2018
LN0004015,128305,Good,>90,36-43,TX,Refinance,PrimaryResidence,MultiUnit,2019
LN0004016,143213,Good,75-90,28-36,IL,Purchase,PrimaryResidence,Condo,2019
LN0004017,165657,Good,75-90,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2020
LN0004018,142727,Good,60-75,28-36,GA,CashOut,PrimaryResidence,SingleFamily,2021
LN0004019,132163,Excellent,75-90,28-36,WA,Purchase,PrimaryResidence,Townhouse,2022
LN0004020,111375,Fair,75-90,36-43,CA,Purchase,PrimaryResidence,Condo,2021
LN0004021,299807,Excellent,60-75,36-43,CA,CashOut,PrimaryResidence,MultiUnit,2020
LN0004022,362423,Excellent,>90,<=28,OH,CashOut,PrimaryResidence,SingleFamily,2022
LN0004023,175030,Good,>90,36-43,AZ,Refinance,PrimaryResidence,Condo,2020
LN0004024,197043,Poor,60-75,28-36,AZ,Purchase,PrimaryResidence,Townhouse,2020
LN0004025,113191,Fair,75-90,28-36,WA,Refinance,SecondHome,SingleFamily,2019
LN0004026,205975,Poor,60-75,28-36,WA,Refinance,PrimaryResidence,SingleFamily,2020
LN0004027,223012,Fair,75-90,28-36,AZ,Purchase,PrimaryResidence,SingleFamily,2018
LN0004028,178135,Fair,75-90,36-43,AZ,Purchase,Investment,Condo,2018
LN0004029,242325,Good,<=60,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2022
LN0004030,231967,Poor,<=60,36-43,NY,Refinance,PrimaryResidence,SingleFamily,2018
LN0004031,117351,Good,60-75,28-36,IL,CashOut,PrimaryResidence,Condo,2020
LN0004032,360960,Good,>90,36-43,CA,Refinance,PrimaryResidence,Condo,2018
LN0004033,179185,Fair,60-75,<=28,TX,Purchase,Investment,SingleFamily,2021
LN0004034,459450,Good,>90,28-36,NY,Purchase,PrimaryResidence,Townhouse,2022
LN0004035,245293,Excellent,60-75,28-36,AZ,Refinance,Investment,SingleFamily,2020
LN0004036,532568,Good,60-75,36-43,IL,Purchase,SecondHome,SingleFamily,2018
LN0004037,357766,Good,>90,>43,WA,Purchase,Investment,Condo,2018
LN0004038,222703,Fair,75-90,28-36,AZ,CashOut,PrimaryResidence,Condo,2021
LN0004039,138475,Good,60-75,36-43,IL,CashOut,PrimaryResidence,Condo,2018
LN0004040,139974,Fair,<=60,28-36,NY,CashOut,PrimaryResidence,Condo,2019
LN0004041,259501,Good,<=60,28-36,OH,Purchase,PrimaryResidence,Condo,2022
LN0004042,213536,Fair,<=60,36-43,NY,Refinance,SecondHome,MultiUnit,2020
LN0004043,148076,Excellent,60-75,36-43,NY,Refinance,PrimaryResidence,Townhouse,2022
LN0004044,301501,Poor,75-90,>43,AZ,Refinance,PrimaryResidence,Townhouse,2022
LN0004045,202680,Good,60-75,36-43,IL,Purchase,Investment,SingleFamily,2021
LN0004046,302399,Good,<=60,28-36,FL,Purchase,PrimaryResidence,Condo,2022
LN0004047,122059,Excellent,60-75,>43,AZ,Purchase,SecondHome,SingleFamily,2018
LN0004048,327661,Good,60-75,>43,GA,CashOut,PrimaryResidence,Condo,2019
LN0004049,255377,Good,>90,28-36,OH,Refinance,PrimaryResidence,SingleFamily,2019
LN0004050,361777,Fair,60-75,<=28,NY,CashOut,PrimaryResidence,SingleFamily,2022
LN0004051,324070,Poor,<=60,28-36,OH,Refinance,PrimaryResidence,Townhouse,2021
LN0004052,190522,Fair,75-90,36-43,NV,Purchase,SecondHome,Condo,2019
LN0004053,183013,Good,>90,>43,TX,Purchase,PrimaryResidence,SingleFamily,2019
LN0004054,484811,Good,75-90,36-43,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0004055,171908,Fair,75-90,28-36,WA,CashOut,SecondHome,SingleFamily,2022
LN0004056,289010,Fair,>90,<=28,OH,Purchase,PrimaryResidence,MultiUnit,2018
LN0004057,164276,Good,75-90,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0004058,78359,Poor,>90,28-36,WA,Refinance,PrimaryResidence,Condo,2020
LN0004059,107616,Good,<=60,<=28,TX,Refinance,Investment,Condo,2019
LN0004060,243521,Fair,75-90,<=28,NV,Refinance,Investment,SingleFamily,2021
LN0004061,282254,Poor,>90,<=28,OH,Purchase,PrimaryResidence,SingleFamily,2021
LN0004062,243922,Fair,>90,<=28,NV,Refinance,PrimaryResidence,Condo,2022
LN0004063,352559,Excellent,60-75,36-43,FL,Purchase,Investment,Condo,2021
LN0004064,241742,Good,75-90,28-36,OH,Refinance,Investment,SingleFamily,2022
LN0004065,134912,Excellent,<=60,28-36,NY,Refinance,PrimaryResidence,SingleFamily,2019
LN0004066,267573,Fair,75-90,28-36,TX,Purchase,PrimaryResidence,Condo,2019
LN0004067,216382,Good,60-75,>43,IL,Purchase,PrimaryResidence,SingleFamily,2019
LN0004068,149077,Fair,75-90,36-43,IL,Purchase,PrimaryResidence,SingleFamily,2022
LN0004069,251767,Poor,75-90,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2021
LN0004070,206836,Excellent,60-75,36-43,AZ,Refinance,PrimaryResidence,SingleFamily,2019
LN0004071,146898,Good,60-75,36-43,FL,Purchase,PrimaryResidence,MultiUnit,2021
LN0004072,181873,Fair,60-75,36-43,GA,Purchase,SecondHome,Townhouse,2019
LN0004073,403036,Good,75-90,28-36,TX,Refinance,PrimaryResidence,Condo,2019
LN0004074,396504,Excellent,75-90,28-36,AZ,Refinance,SecondHome,SingleFamily,2018
LN0004075,218397,Excellent,75-90,28-36,IL,CashOut,PrimaryResidence,SingleFamily,2022
LN0004076,204563,Good,<=60,28-36,OH,CashOut,Investment,SingleFamily,2019
LN0004077,97098,Fair,75-90,28-36,FL,Purchase,PrimaryResidence,Condo,2021
LN0004078,469621,Good,75-90,28-36,NY,Purchase,PrimaryResidence,SingleFamily,2018
LN0004079,333757,Excellent,<=60,28-36,NV,Refinance,PrimaryResidence,Townhouse,2018
LN0004080,289518,Good,60-75,28-36,TX,Refinance,PrimaryResidence,SingleFamily,2021
LN0004081,63744,Good,60-75,28-36,WA,Purchase,PrimaryResidence,SingleFamily,2018
LN0004082,202898,Good,60-75,<=28,NY,CashOut,PrimaryResidence,SingleFamily,2018
LN0004083,186546,Fair,<=60,28-36,NY,Refinance,PrimaryResidence,SingleFamily,2019
LN0004084,279681,Good,60-75,28-36,GA,Purchase,SecondHome,SingleFamily,2020
LN0004085,158654,Good,<=60,36-43,OH,Refinance,PrimaryResidence,SingleFamily,2018
LN0004086,177042,Poor,<=60,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2018
LN0004087,270954,Good,60-75,<=28,GA,CashOut,PrimaryResidence,SingleFamily,2019
LN0004088,135024,Fair,75-90,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2021
LN0004089,149190,Excellent,60-75,28-36,FL,Refinance,PrimaryResidence,MultiUnit,2018
LN0004090,218964,Excellent,60-75,<=28,OH,Refinance,PrimaryResidence,MultiUnit,2019
LN0004091,388187,Excellent,75-90,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2018
LN0004092,297817,Fair,60-75,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2019
LN0004093,340340,Fair,<=60,>43,AZ,Purchase,PrimaryResidence,MultiUnit,2019
LN0004094,205183,Excellent,60-75,36-43,IL,Purchase,PrimaryResidence,Townhouse,2021
LN0004095,419802,Excellent,60-75,<=28,NY,Purchase,PrimaryResidence,MultiUnit,2018
LN0004096,83233,Good,75-90,28-36,IL,Refinance,PrimaryResidence,SingleFamily,2022
LN0004097,546407,Good,60-75,36-43,NY,CashOut,Investment,MultiUnit,2019
LN0004098,582963,Fair,60-75,28-36,WA,Purchase,PrimaryResidence,Condo,2022
LN0004099,249773,Fair,75-90,>43,TX,Refinance,Investment,SingleFamily,2021
LN0004100,301381,Poor,>90,28-36,TX,CashOut,PrimaryResidence,SingleFamily,2019
LN0004101,195047,Good,60-75,<=28,NV,Purchase,Investment,Townhouse,2019
LN0004102,179013,Fair,60-75,<=28,OH,CashOut,PrimaryResidence,Townhouse,2022
LN0004103,146468,Good,60-75,>43,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0004104,193976,Good,75-90,>43,AZ,Refinance,PrimaryResidence,Condo,2021
LN0004105,262489,Poor,75-90,>43,OH,Refinance,Investment,SingleFamily,2018
LN0004106,245227,Excellent,75-90,28-36,GA,CashOut,PrimaryResidence,Condo,2022
LN0004107,536757,Fair,60-75,36-43,OH,Purchase,PrimaryResidence,SingleFamily,2020
LN0004108,209009,Fair,60-75,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2018
LN0004109,94427,Poor,75-90,28-36,AZ,Refinance,PrimaryResidence,SingleFamily,2022
LN0004110,452324,Good,60-75,36-43,FL,Refinance,PrimaryResidence,SingleFamily,2018
LN0004111,107960,Good,>90,>43,OH,Refinance,PrimaryResidence,Townhouse,2019
LN0004112,150287,Fair,60-75,28-36,TX,Refinance,PrimaryResidence,MultiUnit,2018
LN0004113,227719,Fair,60-75,28-36,WA,Refinance,SecondHome,SingleFamily,2020
LN0004114,244895,Good,60-75,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2022
LN0004115,96498,Fair,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0004116,136866,Good,75-90,<=28,OH,Purchase,PrimaryResidence,SingleFamily,2018
LN0004117,94807,Good,<=60,>43,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0004118,271266,Poor,75-90,<=28,TX,Refinance,PrimaryResidence,SingleFamily,2018
LN0004119,359219,Good,75-90,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2018
LN0004120,107913,Good,>90,28-36,NV,Purchase,PrimaryResidence,Townhouse,2020
LN0004121,327037,Poor,75-90,28-36,FL,Purchase,Investment,Condo,2019
LN0004122,316598,Fair,>90,28-36,WA,CashOut,PrimaryResidence,SingleFamily,2022
LN0004123,142980,Poor,>90,28-36,FL,Purchase,PrimaryResidence,Condo,2018
LN0004124,73770,Good,60-75,28-36,AZ,Purchase,SecondHome,SingleFamily,2020
LN0004125,116351,Poor,>90,36-43,GA,Refinance,SecondHome,Condo,2022
LN0004126,147616,Excellent,>90,>43,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0004127,429696,Good,60-75,28-36,NV,Refinance,PrimaryResidence,SingleFamily,2018
LN0004128,187371,Good,75-90,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2018
LN0004129,120160,Fair,60-75,>43,TX,Refinance,PrimaryResidence,Townhouse,2018
LN0004130,214041,Poor,75-90,28-36,IL,Purchase,PrimaryResidence,Condo,2022
LN0004131,104018,Fair,<=60,>43,AZ,Purchase,PrimaryResidence,Condo,2019
LN0004132,257087,Fair,75-90,>43,WA,Purchase,PrimaryResidence,MultiUnit,2018
LN0004133,121925,Good,60-75,36-43,CA,Refinance,PrimaryResidence,MultiUnit,2019
LN0004134,131102,Good,75-90,28-36,OH,Refinance,PrimaryResidence,MultiUnit,2019
LN0004135,239844,Good,<=60,36-43,IL,Purchase,PrimaryResidence,SingleFamily,2018
LN0004136,476926,Excellent,75-90,28-36,FL,Refinance,PrimaryResidence,SingleFamily,2020
LN0004137,596535,Good,60-75,28-36,AZ,Purchase,PrimaryResidence,Condo,2022
LN0004138,118192,Poor,75-90,>43,AZ,Refinance,PrimaryResidence,Townhouse,2019
LN0004139,147516,Fair,60-75,28-36,WA,CashOut,SecondHome,SingleFamily,2022
LN0004140,257240,Fair,<=60,36-43,OH,Purchase,PrimaryResidence,Townhouse,2021
LN0004141,356608,Good,60-75,28-36,FL,Purchase,Investment,Condo,2019
LN0004142,67370,Good,>90,<=28,OH,Refinance,Investment,SingleFamily,2021
LN0004143,207662,Excellent,60-75,36-43,NV,CashOut,PrimaryResidence,Townhouse,2019
LN0004144,155815,Good,75-90,36-43,FL,Refinance,SecondHome,MultiUnit,2019
LN0004145,75962,Good,<=60,28-36,NV,Purchase,PrimaryResidence,SingleFamily,2019
LN0004146,101866,Good,75-90,36-43,CA,Refinance,PrimaryResidence,Condo,2018
LN0004147,149658,Excellent,60-75,28-36,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0004148,204721,Fair,60-75,>43,CA,CashOut,PrimaryResidence,Condo,2018
LN0004149,329078,Good,60-75,36-43,IL,Refinance,PrimaryResidence,SingleFamily,2018
LN0004150,237322,Good,<=60,36-43,GA,CashOut,Investment,SingleFamily,2018
LN0004151,319262,Excellent,60-75,28-36,AZ,CashOut,PrimaryResidence,Condo,2018
LN0004152,201463,Good,60-75,28-36,TX,CashOut,SecondHome,SingleFamily,2022
LN0004153,139738,Good,60-75,>43,AZ,Purchase,Investment,SingleFamily,2018
LN0004154,181339,Good,>90,<=28,NV,CashOut,Investment,SingleFamily,2021
LN0004155,281463,Good,60-75,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0004156,333127,Excellent,>90,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2018
LN0004157,184621,Poor,60-75,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2019
LN0004158,124921,Excellent,<=60,>43,CA,Purchase,PrimaryResidence,SingleFamily,2018
LN0004159,235114,Good,60-75,36-43,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0004160,252455,Excellent,60-75,>43,OH,Refinance,PrimaryResidence,Condo,2022
LN0004161,368191,Good,60-75,28-36,IL,Purchase,Investment,Condo,2021
LN0004162,141579,Good,>90,36-43,FL,Purchase,PrimaryResidence,Condo,2022
LN0004163,142358,Poor,75-90,36-43,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0004164,290128,Good,75-90,36-43,NY,Refinance,PrimaryResidence,Condo,2022
LN0004165,162150,Fair,60-75,<=28,NV,Refinance,PrimaryResidence,SingleFamily,2018
LN0004166,158761,Excellent,60-75,28-36,FL,Refinance,Investment,Condo,2018
LN0004167,372156,Excellent,75-90,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2020
LN0004168,100157,Good,<=60,36-43,AZ,Refinance,PrimaryResidence,Condo,2020
LN0004169,555765,Good,<=60,28-36,AZ,Purchase,PrimaryResidence,Townhouse,2021
